Date,Month,Year,Company,Pipeline,Key Point,Latitude,Longitude,Direction Of Flow,trade_type,Product,Throughput,Nameplate Capacity (1000 m3/d),Available Capacity (1000 m3/d),Reason For Variance
2007-01-01,1,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.8013161290322500,123.1,118.5,A
2007-01-01,1,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,13.440058064516100,123.1,118.5,A
2007-01-01,1,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,48.752793548387100,123.1,118.5,A
2007-01-01,1,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,65.79820645161290,324.4,288.1,A
2007-01-01,1,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,44.38757096774190,324.4,288.1,A
2007-01-01,1,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,139.28845806451600,324.4,288.1,A
2007-01-01,1,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2007-02-01,2,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,2.290914285714290,123.1,124.1,A
2007-02-01,2,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,13.029292857142900,123.1,124.1,A
2007-02-01,2,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,47.017314285714300,123.1,124.1,A
2007-02-01,2,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,60.57404285714290,324.4,291.3,A
2007-02-01,2,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,42.71000714285720,324.4,291.3,A
2007-02-01,2,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,132.5968642857140,324.4,291.3,A
2007-02-01,2,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2007-03-01,3,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.194361290322580,123.1,123.9,A
2007-03-01,3,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,7.7568000000000000,123.1,123.9,A
2007-03-01,3,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,46.78740645161290,123.1,123.9,A
2007-03-01,3,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,67.10769032258060,324.4,298.1,A
2007-03-01,3,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,44.91285161290320,324.4,298.1,A
2007-03-01,3,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,118.53275806451600,324.4,298.1,A
2007-03-01,3,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2007-04-01,4,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,2.085503333333330,123.1,124.7,A
2007-04-01,4,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,11.775740000000000,123.1,124.7,A
2007-04-01,4,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,43.24494333333330,123.1,124.7,A
2007-04-01,4,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,69.16833666666670,324.4,293.0,A
2007-04-01,4,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,41.46723666666670,324.4,293.0,A
2007-04-01,4,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,123.12163000000000,324.4,293.0,A
2007-04-01,4,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2007-05-01,5,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,2.611619354838710,123.1,117.8,A
2007-05-01,5,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,15.496096774193600,123.1,117.8,A
2007-05-01,5,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,44.237164516129000,123.1,117.8,A
2007-05-01,5,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,53.54726129032260,324.4,287.3,A
2007-05-01,5,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,39.76001612903220,324.4,287.3,A
2007-05-01,5,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,127.23409354838700,324.4,287.3,A
2007-05-01,5,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2007-06-01,6,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.28773333333333,123.1,124.0,A
2007-06-01,6,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,15.235290000000000,123.1,124.0,A
2007-06-01,6,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,50.16204333333330,123.1,124.0,A
2007-06-01,6,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,48.66810333333330,324.4,278.0,A
2007-06-01,6,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,45.94463,324.4,278.0,A
2007-06-01,6,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,119.98546333333300,324.4,278.0,A
2007-06-01,6,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2007-07-01,7,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.395790322580640,123.1,123.2,A
2007-07-01,7,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,17.110909677419400,123.1,123.2,A
2007-07-01,7,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,48.77336451612910,123.1,123.2,A
2007-07-01,7,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,53.3161290322581,324.4,276.1,A
2007-07-01,7,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,45.121561290322600,324.4,276.1,A
2007-07-01,7,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,127.7620258064520,324.4,276.1,A
2007-07-01,7,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2007-08-01,8,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.329793548387100,123.1,123.2,A
2007-08-01,8,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,12.81555806451610,123.1,123.2,A
2007-08-01,8,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,44.40497741935480,123.1,123.2,A
2007-08-01,8,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,63.18540645161290,324.4,281.2,A
2007-08-01,8,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,40.6898806451613,324.4,281.2,A
2007-08-01,8,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,123.71350000000000,324.4,281.2,A
2007-08-01,8,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2007-09-01,9,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.174673333333340,123.1,117.8,A
2007-09-01,9,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,11.500940000000000,123.1,117.8,A
2007-09-01,9,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,40.580430000000000,123.1,117.8,A
2007-09-01,9,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,73.01174666666670,324.4,281.7,A
2007-09-01,9,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,37.94489000000000,324.4,281.7,A
2007-09-01,9,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,116.43161000000000,324.4,281.7,A
2007-09-01,9,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2007-10-01,10,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.470990322580640,123.1,120.9,A
2007-10-01,10,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,14.519216129032300,123.1,120.9,A
2007-10-01,10,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,42.28767741935480,123.1,120.9,A
2007-10-01,10,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,63.84116451612900,324.4,279.8,A
2007-10-01,10,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,38.60692258064520,324.4,279.8,A
2007-10-01,10,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,120.85089032258100,324.4,279.8,A
2007-10-01,10,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2007-11-01,11,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,2.424963333333340,123.1,124.4,A
2007-11-01,11,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,13.80048666666670,123.1,124.4,A
2007-11-01,11,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,54.489616666666700,123.1,124.4,A
2007-11-01,11,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,71.88751000000000,324.4,287.7,A
2007-11-01,11,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,51.46034333333330,324.4,287.7,A
2007-11-01,11,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,125.08727666666700,324.4,287.7,A
2007-11-01,11,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2007-12-01,12,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.2870677419354900,123.1,122.6,A
2007-12-01,12,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,13.4186,123.1,122.6,A
2007-12-01,12,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,51.95068709677420,123.1,122.6,A
2007-12-01,12,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,63.15701290322580,324.4,288.0,A
2007-12-01,12,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,48.411316129032300,324.4,288.0,A
2007-12-01,12,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,134.10266451612900,324.4,288.0,A
2007-12-01,12,2007,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2008-01-01,1,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.927496774193550,123.1,125.8,A
2008-01-01,1,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,14.686677419354800,123.1,125.8,A
2008-01-01,1,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,51.71175483870970,123.1,125.8,A
2008-01-01,1,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,65.15576451612900,326.4,288.1,A
2008-01-01,1,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,47.77321612903230,326.4,288.1,A
2008-01-01,1,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,136.42724193548400,326.4,288.1,A
2008-01-01,1,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2008-02-01,2,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.104500000000000,123.1,120.6,A
2008-02-01,2,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,13.494058620689700,123.1,120.6,A
2008-02-01,2,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,52.37915517241380,123.1,120.6,A
2008-02-01,2,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,57.10083793103450,326.4,285.0,A
2008-02-01,2,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,48.27526896551720,326.4,285.0,A
2008-02-01,2,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,141.04213448275900,326.4,285.0,A
2008-02-01,2,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2008-03-01,3,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.519000000000000,123.1,117.6,A
2008-03-01,3,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,15.142483870967700,123.1,117.6,A
2008-03-01,3,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,49.43365483870970,123.1,117.6,A
2008-03-01,3,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,58.28589677419360,326.4,285.9,A
2008-03-01,3,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,45.56116451612910,326.4,285.9,A
2008-03-01,3,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,132.73280645161300,326.4,285.9,A
2008-03-01,3,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2008-04-01,4,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,2.12540333333333,123.1,115.5,A
2008-04-01,4,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,12.054853333333300,123.1,115.5,A
2008-04-01,4,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,46.70146666666670,123.1,115.5,A
2008-04-01,4,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,57.408086666666700,326.4,282.8,A
2008-04-01,4,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,43.30231000000000,326.4,282.8,A
2008-04-01,4,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,135.19435000000000,326.4,282.8,A
2008-04-01,4,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2008-05-01,5,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.750193548387100,123.1,118.9,A
2008-05-01,5,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,15.246993548387100,123.1,118.9,A
2008-05-01,5,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,40.10280000000000,123.1,118.9,A
2008-05-01,5,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,50.30916129032260,326.4,275.3,A
2008-05-01,5,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,36.98910000000000,326.4,275.3,A
2008-05-01,5,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,141.4440903225810,326.4,275.3,A
2008-05-01,5,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2008-06-01,6,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,6.010973333333330,123.1,120.5,A
2008-06-01,6,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,13.640120000000000,123.1,120.5,A
2008-06-01,6,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,40.59566666666670,123.1,120.5,A
2008-06-01,6,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,58.197130000000000,326.4,279.7,A
2008-06-01,6,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,37.22671666666670,326.4,279.7,A
2008-06-01,6,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,134.2921166666670,326.4,279.7,A
2008-06-01,6,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2008-07-01,7,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.441187096774190,123.1,120.7,A
2008-07-01,7,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,15.002735483871000,123.1,120.7,A
2008-07-01,7,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,40.906583870967700,123.1,120.7,A
2008-07-01,7,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,63.778748387096800,326.4,286.6,A
2008-07-01,7,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,36.75324838709680,326.4,286.6,A
2008-07-01,7,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,127.33125161290300,326.4,286.6,A
2008-07-01,7,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2008-08-01,8,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.1045516129032300,123.1,120.2,A
2008-08-01,8,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,15.348112903225800,123.1,120.2,A
2008-08-01,8,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,44.74546129032260,123.1,120.2,A
2008-08-01,8,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,68.55810322580650,326.4,291.9,A
2008-08-01,8,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,40.64530322580650,326.4,291.9,A
2008-08-01,8,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,132.02248064516100,326.4,291.9,A
2008-08-01,8,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2008-09-01,9,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,2.146053333333330,123.1,117.5,A
2008-09-01,9,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,18.255483333333300,123.1,117.5,A
2008-09-01,9,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,44.29047666666670,123.1,117.5,A
2008-09-01,9,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,69.61758666666670,326.4,285.0,A
2008-09-01,9,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,41.04368333333330,326.4,285.0,A
2008-09-01,9,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,125.45969666666700,326.4,285.0,A
2008-09-01,9,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2008-10-01,10,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.280709677419360,123.1,117.2,A
2008-10-01,10,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,19.06093225806450,123.1,117.2,A
2008-10-01,10,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,49.101306451612900,123.1,117.2,A
2008-10-01,10,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,68.63807419354840,326.4,284.0,A
2008-10-01,10,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,45.35705483870970,326.4,284.0,A
2008-10-01,10,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,136.24356774193500,326.4,284.0,A
2008-10-01,10,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2008-11-01,11,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.787246666666670,123.1,122.4,A
2008-11-01,11,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,16.55607333333340,123.1,122.4,A
2008-11-01,11,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,45.92213000000000,123.1,122.4,A
2008-11-01,11,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,79.37662000000000,336.4,297.2,A
2008-11-01,11,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,42.12929666666670,336.4,297.2,A
2008-11-01,11,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,138.01882333333300,336.4,297.2,A
2008-11-01,11,2008,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
