Date,Month,Year,Company,Pipeline,Key Point,Latitude,Longitude,Direction Of Flow,trade_type,Product,Throughput,Nameplate Capacity (1000 m3/d),Available Capacity (1000 m3/d),Reason For Variance
2011-01-01,1,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,43.189149225806400,397.4,357.9,A
2011-01-01,1,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,136.26867754838700,397.4,357.9,A
2011-01-01,1,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2011-02-01,2,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.65751303571428,123.1,101.029,A
2011-02-01,2,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,17.962644821428600,123.1,101.029,A
2011-02-01,2,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,50.43980114285720,123.1,101.029,A
2011-02-01,2,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,71.52528989285720,397.4,354.0,A
2011-02-01,2,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,47.80380857142860,397.4,354.0,A
2011-02-01,2,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,148.98427264285700,397.4,354.0,A
2011-02-01,2,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2011-03-01,3,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,5.313834774193550,123.1,101.5,A
2011-03-01,3,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,17.744653580645200,123.1,101.5,A
2011-03-01,3,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,45.75400583870970,123.1,101.5,A
2011-03-01,3,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,65.3749250967742,397.4,348.1,A
2011-03-01,3,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,43.237558677419300,397.4,348.1,A
2011-03-01,3,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,137.34358470967700,397.4,348.1,A
2011-03-01,3,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2011-04-01,4,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,5.209026733333340,123.1,109.8,A
2011-04-01,4,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,11.684296200000000,123.1,109.8,A
2011-04-01,4,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,42.9659707,123.1,109.8,A
2011-04-01,4,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,58.484495100000000,397.4,355.0,A
2011-04-01,4,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,41.97974693333330,397.4,355.0,A
2011-04-01,4,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,125.14355733333300,397.4,355.0,A
2011-04-01,4,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2011-05-01,5,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.340590709677420,123.1,105.3,A
2011-05-01,5,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,17.501734774193500,123.1,105.3,A
2011-05-01,5,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,43.57678661290320,123.1,105.3,A
2011-05-01,5,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,62.152115741935500,397.4,361.1,A
2011-05-01,5,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,39.97413380645160,397.4,361.1,A
2011-05-01,5,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,128.03571974193500,397.4,361.1,A
2011-05-01,5,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2011-06-01,6,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.920831233333340,123.1,108.7,A
2011-06-01,6,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,17.07973463333330,123.1,108.7,A
2011-06-01,6,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,47.21989683333330,123.1,108.7,A
2011-06-01,6,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,66.30314696666670,397.4,349.7,A
2011-06-01,6,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,42.89127313333330,397.4,349.7,A
2011-06-01,6,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,129.9692397666670,397.4,349.7,A
2011-06-01,6,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2011-07-01,7,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.058238258064520,123.1,110.2,A
2011-07-01,7,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,19.263634000000000,123.1,110.2,A
2011-07-01,7,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,46.76251035483870,123.1,110.2,A
2011-07-01,7,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,62.88922448387100,397.4,332.1,A
2011-07-01,7,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,43.02273022580640,397.4,332.1,A
2011-07-01,7,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,141.28094129032300,397.4,332.1,A
2011-07-01,7,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2011-08-01,8,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.4549930967741900,123.1,108.9,A
2011-08-01,8,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,20.889721419354800,123.1,108.9,A
2011-08-01,8,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,47.3293690967742,123.1,108.9,A
2011-08-01,8,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,64.93700964516130,397.4,331.2,A
2011-08-01,8,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,44.56317512903230,397.4,331.2,A
2011-08-01,8,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,146.81405267741900,397.4,331.2,A
2011-08-01,8,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2011-09-01,9,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,2.607830400000000,123.1,108.2,A
2011-09-01,9,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,22.40497926666670,123.1,108.2,A
2011-09-01,9,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,43.518238200000000,123.1,108.2,A
2011-09-01,9,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,68.7169021666667,397.4,321.9,A
2011-09-01,9,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,39.801331933333300,397.4,321.9,A
2011-09-01,9,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,133.9920161,397.4,321.9,A
2011-09-01,9,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2011-10-01,10,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.3024453225806500,123.1,114.5,A
2011-10-01,10,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,19.404459806451600,123.1,114.5,A
2011-10-01,10,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,44.78531503225810,123.1,114.5,A
2011-10-01,10,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,73.09924754838710,397.4,345.0,A
2011-10-01,10,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,41.57604967741940,397.4,345.0,A
2011-10-01,10,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,136.2491644193550,397.4,345.0,A
2011-10-01,10,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2011-11-01,11,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.109743233333330,123.1,111.0,A
2011-11-01,11,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,17.665108800000000,123.1,111.0,A
2011-11-01,11,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,46.13925023333330,123.1,111.0,A
2011-11-01,11,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,68.76721013333340,397.4,344.9,A
2011-11-01,11,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,42.28331060000000,397.4,344.9,A
2011-11-01,11,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,137.8738204666670,397.4,344.9,A
2011-11-01,11,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2011-12-01,12,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,5.324958483870960,123.1,111.5,A
2011-12-01,12,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,18.96376929032260,123.1,111.5,A
2011-12-01,12,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,49.875116483871000,123.1,111.5,A
2011-12-01,12,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,72.92938577419350,397.4,339.1,A
2011-12-01,12,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,47.17202577419350,397.4,339.1,A
2011-12-01,12,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,140.27200319354800,397.4,339.1,A
2011-12-01,12,2011,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-01-01,1,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,5.051277258064510,123.1,113.6,A
2012-01-01,1,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,18.58597274193550,123.1,113.6,A
2012-01-01,1,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,51.49721835483870,123.1,113.6,A
2012-01-01,1,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,76.15107732258060,397.4,360.9,A
2012-01-01,1,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,48.04625661290320,397.4,360.9,A
2012-01-01,1,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,143.62247629032300,397.4,360.9,A
2012-01-01,1,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-02-01,2,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,5.169862551724140,123.1,109.7,A
2012-02-01,2,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,20.109389965517200,123.1,109.7,A
2012-02-01,2,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,47.89455837931030,123.1,109.7,A
2012-02-01,2,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,81.11799586206900,397.4,355.1,A
2012-02-01,2,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,44.45325103448270,397.4,355.1,A
2012-02-01,2,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,146.65260675862100,397.4,355.1,A
2012-02-01,2,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-03-01,3,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.902867580645170,123.1,105.7,A
2012-03-01,3,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,15.361121580645200,123.1,105.7,A
2012-03-01,3,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,47.17893445161290,123.1,105.7,A
2012-03-01,3,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,82.05207183870970,397.4,342.2,A
2012-03-01,3,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,44.75419070967740,397.4,342.2,A
2012-03-01,3,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,138.13107948387100,397.4,342.2,A
2012-03-01,3,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-04-01,4,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.2858611666666700,123.1,114.0,A
2012-04-01,4,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,15.311828600000000,123.1,114.0,A
2012-04-01,4,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,50.032755466666700,123.1,114.0,A
2012-04-01,4,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,78.41375123333330,397.4,360.1,A
2012-04-01,4,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,47.5612832,397.4,360.1,A
2012-04-01,4,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,135.34696846666700,397.4,360.1,A
2012-04-01,4,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-05-01,5,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,4.08025532258065,123.1,114.1,A
2012-05-01,5,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,14.27616138709680,123.1,114.1,A
2012-05-01,5,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,50.62888180645160,123.1,114.1,A
2012-05-01,5,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,68.08030412903230,397.4,357.1,A
2012-05-01,5,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,47.1973978064516,397.4,357.1,A
2012-05-01,5,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,143.3573100000000,397.4,357.1,A
2012-05-01,5,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-06-01,6,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,6.1734984333333300,123.1,112.0,A
2012-06-01,6,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,18.319472100000000,123.1,112.0,A
2012-06-01,6,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,46.874037400000000,123.1,112.0,A
2012-06-01,6,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,82.58541563333330,397.4,346.1,A
2012-06-01,6,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,43.58506883333330,397.4,346.1,A
2012-06-01,6,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,145.36976873333300,397.4,346.1,A
2012-06-01,6,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-07-01,7,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.6510198387096800,123.1,102.9,A
2012-07-01,7,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,20.5510314516129,123.1,102.9,A
2012-07-01,7,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,38.70438435483870,123.1,102.9,A
2012-07-01,7,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,75.43872358064520,397.4,345.3,A
2012-07-01,7,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,35.76321258064520,397.4,345.3,A
2012-07-01,7,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,150.80723077419400,397.4,345.3,A
2012-07-01,7,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-08-01,8,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,5.339240322580650,123.1,111.2,A
2012-08-01,8,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,20.42833929032260,123.1,111.2,A
2012-08-01,8,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,49.54419087096780,123.1,111.2,A
2012-08-01,8,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,80.47221754838710,397.4,332.3,A
2012-08-01,8,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,46.496129774193600,397.4,332.3,A
2012-08-01,8,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,134.39225861290300,397.4,332.3,A
2012-08-01,8,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-09-01,9,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,5.527744666666670,124.2,108.3,A
2012-09-01,9,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,16.285704733333300,124.2,108.3,A
2012-09-01,9,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,50.846580900000000,124.2,108.3,A
2012-09-01,9,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,84.92924806666670,397.4,329.9,A
2012-09-01,9,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,47.07458636666670,397.4,329.9,A
2012-09-01,9,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,115.76990220000000,397.4,329.9,A
2012-09-01,9,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-10-01,10,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,5.566193999999990,124.2,109.3,A
2012-10-01,10,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,17.257447806451600,124.2,109.3,A
2012-10-01,10,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,42.05928848387100,124.2,109.3,A
2012-10-01,10,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,73.49695270967740,397.4,315.8,A
2012-10-01,10,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,39.1492958064516,397.4,315.8,A
2012-10-01,10,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,124.26237583871000,397.4,315.8,A
2012-10-01,10,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-11-01,11,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.9541018333333400,124.2,108.3,A
2012-11-01,11,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,19.54993123333330,124.2,108.3,A
2012-11-01,11,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,54.563581900000000,124.2,108.3,A
2012-11-01,11,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,68.42123660000000,397.4,316.2,A
2012-11-01,11,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada,domestic light / ngl,51.848263833333300,397.4,316.2,A
2012-11-01,11,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,intracanada / export,domestic heavy,136.02423943333300,397.4,316.2,A
2012-11-01,11,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,system,,,all,all,all,,,,
2012-12-01,12,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,import,foreign light,3.4674818387096900,124.2,111.5,A
2012-12-01,12,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic heavy,18.27731419354840,124.2,111.5,A
2012-12-01,12,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,Into-Sarnia,42.953,-82.372,east,intracanada / export,domestic light / ngl,55.53025041935490,124.2,111.5,A
2012-12-01,12,2012,Enbridge Pipelines Inc.,Enbridge Canadian Mainline,ex-Gretna,49.017,-97.556,east,export,domestic light / ngl,79.8772588709678,397.4,337.5,A
