"REF_DATE","GEO","DGUID","Fuel type","Supply and demand characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-01","Canada","2016A000011124","Total primary and secondary energy","Exports","Terajoules","283","units","0","v1206136787","1.1.2","1237046","","","","0"
"2020-01","Canada","2016A000011124","Total primary and secondary energy","Imports","Terajoules","283","units","0","v1206136788","1.1.3","413752","","","","0"
"2020-01","Canada","2016A000011124","Total primary and secondary energy","Stock variation","Terajoules","283","units","0","v1206136789","1.1.4","29642","","","","0"
"2020-01","Canada","2016A000011124","Total primary and secondary energy","Inter-product transfers","Terajoules","283","units","0","v1206136790","1.1.5","0","","","","0"
"2020-01","Canada","2016A000011124","Total primary and secondary energy","Other adjustments","Terajoules","283","units","0","v1206136791","1.1.6","89677","","","","0"
"2020-01","Canada","2016A000011124","Total primary and secondary energy","Transformed to electricity","Terajoules","283","units","0","v1206136792","1.1.8","125622","","","","0"
"2020-01","Canada","2016A000011124","Total primary and secondary energy","Transformed to coke","Terajoules","283","units","0","v1206136793","1.1.9","6951","","","","0"
"2020-01","Canada","2016A000011124","Total primary and secondary energy","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136794","1.1.10","366108","","","","0"
"2020-01","Canada","2016A000011124","Primary energy","Production","Terajoules","283","units","0","v1206136795","1.2.1","1929661","","","","0"
"2020-01","Canada","2016A000011124","Primary energy","Exports","Terajoules","283","units","0","v1206136796","1.2.2","1140082","","","","0"
"2020-01","Canada","2016A000011124","Primary energy","Imports","Terajoules","283","units","0","v1206136797","1.2.3","368145","","","","0"
"2020-01","Canada","2016A000011124","Primary energy","Stock variation","Terajoules","283","units","0","v1206136798","1.2.4","-3899","","","","0"
"2020-01","Canada","2016A000011124","Primary energy","Inter-product transfers","Terajoules","283","units","0","v1206136799","1.2.5","5014","","","","0"
"2020-01","Canada","2016A000011124","Primary energy","Other adjustments","Terajoules","283","units","0","v1206136800","1.2.6","89677","","","","0"
"2020-01","Canada","2016A000011124","Primary energy","Availability","Terajoules","283","units","0","v1206136801","1.2.7","1197215","","","","0"
"2020-01","Canada","2016A000011124","Primary energy","Transformed to electricity","Terajoules","283","units","0","v1206136802","1.2.8","119294","","","","0"
"2020-01","Canada","2016A000011124","Primary energy","Transformed to coke","Terajoules","283","units","0","v1206136803","1.2.9","6951","","","","0"
"2020-01","Canada","2016A000011124","Primary energy","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136804","1.2.10","366108","","","","0"
"2020-01","Canada","2016A000011124","Primary energy","Net supply","Terajoules","283","units","0","v1206136805","1.2.11","714277","","","","0"
"2020-01","Canada","2016A000011124","Coal","Production","Terajoules","283","units","0","v1206136806","1.3.1","89798","","","","0"
"2020-01","Canada","2016A000011124","Coal","Exports","Terajoules","283","units","0","v1206136807","1.3.2","62050","","","","0"
"2020-01","Canada","2016A000011124","Coal","Imports","Terajoules","283","units","0","v1206136808","1.3.3","7696","","","","0"
"2020-01","Canada","2016A000011124","Coal","Stock variation","Terajoules","283","units","0","v1206136809","1.3.4","-13219","","","","0"
"2020-01","Canada","2016A000011124","Coal","Inter-product transfers","Terajoules","283","units","0","v1275476811","1.3.5","0","","","","0"
"2020-01","Canada","2016A000011124","Coal","Other adjustments","Terajoules","283","units","0","v1206136810","1.3.6","-7160","","","","0"
"2020-01","Canada","2016A000011124","Coal","Availability","Terajoules","283","units","0","v1206136811","1.3.7","41502","","","","0"
"2020-01","Canada","2016A000011124","Coal","Transformed to electricity","Terajoules","283","units","0","v1206136812","1.3.8","34329","","","","0"
"2020-01","Canada","2016A000011124","Coal","Transformed to coke","Terajoules","283","units","0","v1206136813","1.3.9","6951","","","","0"
"2020-01","Canada","2016A000011124","Coal","Net supply","Terajoules","283","units","0","v1206136814","1.3.11","222","","","","0"
"2020-01","Canada","2016A000011124","Crude oil","Production","Terajoules","283","units","0","v1206136815","1.4.1","930113","","","","0"
"2020-01","Canada","2016A000011124","Crude oil","Exports","Terajoules","283","units","0","v1206136816","1.4.2","767057","","","","0"
"2020-01","Canada","2016A000011124","Crude oil","Imports","Terajoules","283","units","0","v1206136817","1.4.3","216071","","","","0"
"2020-01","Canada","2016A000011124","Crude oil","Stock variation","Terajoules","283","units","0","v1206136818","1.4.4","126310","","","","0"
"2020-01","Canada","2016A000011124","Crude oil","Inter-product transfers","Terajoules","283","units","0","v1275476812","1.4.5","0","","","","0"
"2020-01","Canada","2016A000011124","Crude oil","Other adjustments","Terajoules","283","units","0","v1206136819","1.4.6","96521","","","","0"
"2020-01","Canada","2016A000011124","Crude oil","Availability","Terajoules","283","units","0","v1206136820","1.4.7","349338","","","","0"
"2020-01","Canada","2016A000011124","Crude oil","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136821","1.4.10","349338","","","","0"
"2020-01","Canada","2016A000011124","Crude oil","Net supply","Terajoules","283","units","0","v1206136822","1.4.11","0","","","","0"
"2020-01","Canada","2016A000011124","Natural gas","Production","Terajoules","283","units","0","v1206136823","1.5.1","646595","","","","0"
"2020-01","Canada","2016A000011124","Natural gas","Exports","Terajoules","283","units","0","v1206136824","1.5.2","261648","","","","0"
"2020-01","Canada","2016A000011124","Natural gas","Imports","Terajoules","283","units","0","v1206136825","1.5.3","128659","","","","0"
"2020-01","Canada","2016A000011124","Natural gas","Stock variation","Terajoules","283","units","0","v1206136826","1.5.4","-117412","","","","0"
"2020-01","Canada","2016A000011124","Natural gas","Inter-product transfers","Terajoules","283","units","0","v1275476813","1.5.5","0","","","","0"
"2020-01","Canada","2016A000011124","Natural gas","Other adjustments","Terajoules","283","units","0","v1206136827","1.5.6","0","","","","0"
"2020-01","Canada","2016A000011124","Natural gas","Availability","Terajoules","283","units","0","v1206136828","1.5.7","631018","","","","0"
"2020-01","Canada","2016A000011124","Natural gas","Transformed to electricity","Terajoules","283","units","0","v1206136829","1.5.8","84965","","","","0"
"2020-01","Canada","2016A000011124","Natural gas","Net supply","Terajoules","283","units","0","v1206136830","1.5.11","546053","","","","0"
"2020-01","Canada","2016A000011124","Natural gas liquids","Production","Terajoules","283","units","0","v1206136831","1.6.1","75786","","","","0"
"2020-01","Canada","2016A000011124","Natural gas liquids","Exports","Terajoules","283","units","0","v1206136832","1.6.2","30145","","","","0"
"2020-01","Canada","2016A000011124","Natural gas liquids","Imports","Terajoules","283","units","0","v1206136833","1.6.3","8442","","","","0"
"2020-01","Canada","2016A000011124","Natural gas liquids","Inter-product transfers","Terajoules","283","units","0","v1206136834","1.6.5","5014","","","","0"
"2020-01","Canada","2016A000011124","Natural gas liquids","Other adjustments","Terajoules","283","units","0","v1206136835","1.6.6","0","","","","0"
"2020-01","Canada","2016A000011124","Natural gas liquids","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136836","1.6.10","9414","","","","0"
"2020-01","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Production","Terajoules","283","units","0","v1206136837","1.7.1","182308","","","","0"
"2020-01","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Exports","Terajoules","283","units","0","v1206136838","1.7.2","18162","","","","0"
"2020-01","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Imports","Terajoules","283","units","0","v1206136839","1.7.3","3856","","","","0"
"2020-01","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Inter-product transfers","Terajoules","283","units","0","v1206136840","1.7.5","","..","","","0"
"2020-01","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Other adjustments","Terajoules","283","units","0","v1206136841","1.7.6","0","","","","0"
"2020-01","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Availability","Terajoules","283","units","0","v1206136842","1.7.7","168001","","","","0"
"2020-01","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Net supply","Terajoules","283","units","0","v1206136843","1.7.11","168001","","","","0"
"2020-01","Canada","2016A000011124","Renewable fuels","Production","Terajoules","283","units","0","v1212251122","1.8.1","5061","","","","0"
"2020-01","Canada","2016A000011124","Renewable fuels","Exports","Terajoules","283","units","0","v1212251123","1.8.2","1020","","","","0"
"2020-01","Canada","2016A000011124","Renewable fuels","Imports","Terajoules","283","units","0","v1212251124","1.8.3","3421","","","","0"
"2020-01","Canada","2016A000011124","Renewable fuels","Stock variation","Terajoules","283","units","0","v1212251125","1.8.4","422","","","","0"
"2020-01","Canada","2016A000011124","Renewable fuels","Inter-product transfers","Terajoules","283","units","0","v1275476816","1.8.5","0","","","","0"
"2020-01","Canada","2016A000011124","Renewable fuels","Other adjustments","Terajoules","283","units","0","v1212251126","1.8.6","316","","","","0"
"2020-01","Canada","2016A000011124","Renewable fuels","Availability","Terajoules","283","units","0","v1212251127","1.8.7","7356","","","","0"
"2020-01","Canada","2016A000011124","Renewable fuels","Transformed to refined petroleum products","Terajoules","283","units","0","v1212251128","1.8.10","7356","","","","0"
"2020-01","Canada","2016A000011124","Renewable fuels","Net supply","Terajoules","283","units","0","v1212251129","1.8.11","0","","","","0"
"2020-01","Canada","2016A000011124","Secondary energy","Production","Terajoules","283","units","0","v1206136844","1.9.1","473713","","","","0"
"2020-01","Canada","2016A000011124","Secondary energy","Exports","Terajoules","283","units","0","v1206136845","1.9.2","96964","","","","0"
"2020-01","Canada","2016A000011124","Secondary energy","Imports","Terajoules","283","units","0","v1206136846","1.9.3","45607","","","","0"
"2020-01","Canada","2016A000011124","Secondary energy","Stock variation","Terajoules","283","units","0","v1206136847","1.9.4","33541","","","","0"
"2020-01","Canada","2016A000011124","Secondary energy","Inter-product transfers","Terajoules","283","units","0","v1206136848","1.9.5","-5014","","","","0"
"2020-01","Canada","2016A000011124","Secondary energy","Other adjustments","Terajoules","283","units","0","v1206136849","1.9.6","0","","","","0"
"2020-01","Canada","2016A000011124","Secondary energy","Availability","Terajoules","283","units","0","v1206136850","1.9.7","383801","","","","0"
"2020-01","Canada","2016A000011124","Secondary energy","Transformed to electricity","Terajoules","283","units","0","v1206136851","1.9.8","6328","","","","0"
"2020-01","Canada","2016A000011124","Secondary energy","Net supply","Terajoules","283","units","0","v1206136852","1.9.11","377474","","","","0"
"2020-01","Canada","2016A000011124","Coke","Production","Terajoules","283","units","0","v1206136853","1.10.1","5391","","","","0"
"2020-01","Canada","2016A000011124","Coke","Exports","Terajoules","283","units","0","v1206136854","1.10.2","3","","","","0"
"2020-01","Canada","2016A000011124","Coke","Imports","Terajoules","283","units","0","v1206136855","1.10.3","1513","","","","0"
"2020-01","Canada","2016A000011124","Coke","Stock variation","Terajoules","283","units","0","v1206136856","1.10.4","317","","","","0"
"2020-01","Canada","2016A000011124","Coke","Inter-product transfers","Terajoules","283","units","0","v1275476814","1.10.5","0","","","","0"
"2020-01","Canada","2016A000011124","Coke","Other adjustments","Terajoules","283","units","0","v1206136857","1.10.6","0","","","","0"
"2020-01","Canada","2016A000011124","Coke","Availability","Terajoules","283","units","0","v1206136858","1.10.7","6583","","","","0"
"2020-01","Canada","2016A000011124","Coke","Net supply","Terajoules","283","units","0","v1206136859","1.10.11","6583","","","","0"
"2020-01","Canada","2016A000011124","Refined petroleum products","Production","Terajoules","283","units","0","v1206136860","1.11.1","424949","","","","0"
"2020-01","Canada","2016A000011124","Refined petroleum products","Exports","Terajoules","283","units","0","v1206136861","1.11.2","96960","","","","0"
"2020-01","Canada","2016A000011124","Refined petroleum products","Imports","Terajoules","283","units","0","v1206136862","1.11.3","44094","","","","0"
"2020-01","Canada","2016A000011124","Refined petroleum products","Stock variation","Terajoules","283","units","0","v1206136863","1.11.4","33224","","","","0"
"2020-01","Canada","2016A000011124","Refined petroleum products","Inter-product transfers","Terajoules","283","units","0","v1206136864","1.11.5","-5014","","","","0"
"2020-01","Canada","2016A000011124","Refined petroleum products","Other adjustments","Terajoules","283","units","0","v1206136865","1.11.6","0","","","","0"
"2020-01","Canada","2016A000011124","Refined petroleum products","Availability","Terajoules","283","units","0","v1206136866","1.11.7","333845","","","","0"
"2020-01","Canada","2016A000011124","Refined petroleum products","Transformed to electricity","Terajoules","283","units","0","v1206136867","1.11.8","6328","","","","0"
"2020-01","Canada","2016A000011124","Refined petroleum products","Net supply","Terajoules","283","units","0","v1206136868","1.11.11","327518","","","","0"
"2020-01","Canada","2016A000011124","Secondary electricity, thermal","Production","Terajoules","283","units","0","v1206136869","1.12.1","43373","","","","0"
"2020-01","Canada","2016A000011124","Secondary electricity, thermal","Inter-product transfers","Terajoules","283","units","0","v1206136870","1.12.5","","..","","","0"
"2020-01","Canada","2016A000011124","Secondary electricity, thermal","Other adjustments","Terajoules","283","units","0","v1275476815","1.12.6","0","","","","0"
"2020-01","Canada","2016A000011124","Secondary electricity, thermal","Availability","Terajoules","283","units","0","v1567106353","1.12.7","43373","","","","0"
"2020-01","Canada","2016A000011124","Secondary electricity, thermal","Net supply","Terajoules","283","units","0","v1567106354","1.12.11","43373","","","","0"
"2020-02","Canada","2016A000011124","Total primary and secondary energy","Exports","Terajoules","283","units","0","v1206136787","1.1.2","1173836","","","","0"
"2020-02","Canada","2016A000011124","Total primary and secondary energy","Imports","Terajoules","283","units","0","v1206136788","1.1.3","337790","","","","0"
"2020-02","Canada","2016A000011124","Total primary and secondary energy","Stock variation","Terajoules","283","units","0","v1206136789","1.1.4","-92468","","","","0"
"2020-02","Canada","2016A000011124","Total primary and secondary energy","Inter-product transfers","Terajoules","283","units","0","v1206136790","1.1.5","0","","","","0"
"2020-02","Canada","2016A000011124","Total primary and secondary energy","Other adjustments","Terajoules","283","units","0","v1206136791","1.1.6","-12691","","","","0"
"2020-02","Canada","2016A000011124","Total primary and secondary energy","Transformed to electricity","Terajoules","283","units","0","v1206136792","1.1.8","114329","","","","0"
"2020-02","Canada","2016A000011124","Total primary and secondary energy","Transformed to coke","Terajoules","283","units","0","v1206136793","1.1.9","6639","","","","0"
"2020-02","Canada","2016A000011124","Total primary and secondary energy","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136794","1.1.10","341789","","","","0"
"2020-02","Canada","2016A000011124","Primary energy","Production","Terajoules","283","units","0","v1206136795","1.2.1","1851231","","","","0"
"2020-02","Canada","2016A000011124","Primary energy","Exports","Terajoules","283","units","0","v1206136796","1.2.2","1087238","","","","0"
"2020-02","Canada","2016A000011124","Primary energy","Imports","Terajoules","283","units","0","v1206136797","1.2.3","299335","","","","0"
"2020-02","Canada","2016A000011124","Primary energy","Stock variation","Terajoules","283","units","0","v1206136798","1.2.4","-118801","","","","0"
"2020-02","Canada","2016A000011124","Primary energy","Inter-product transfers","Terajoules","283","units","0","v1206136799","1.2.5","4382","","","","0"
"2020-02","Canada","2016A000011124","Primary energy","Other adjustments","Terajoules","283","units","0","v1206136800","1.2.6","-12691","","","","0"
"2020-02","Canada","2016A000011124","Primary energy","Availability","Terajoules","283","units","0","v1206136801","1.2.7","1105933","","","","0"
"2020-02","Canada","2016A000011124","Primary energy","Transformed to electricity","Terajoules","283","units","0","v1206136802","1.2.8","108883","","","","0"
"2020-02","Canada","2016A000011124","Primary energy","Transformed to coke","Terajoules","283","units","0","v1206136803","1.2.9","6639","","","","0"
"2020-02","Canada","2016A000011124","Primary energy","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136804","1.2.10","341789","","","","0"
"2020-02","Canada","2016A000011124","Primary energy","Net supply","Terajoules","283","units","0","v1206136805","1.2.11","655277","","","","0"
"2020-02","Canada","2016A000011124","Coal","Production","Terajoules","283","units","0","v1206136806","1.3.1","97945","","","","0"
"2020-02","Canada","2016A000011124","Coal","Exports","Terajoules","283","units","0","v1206136807","1.3.2","54712","","","","0"
"2020-02","Canada","2016A000011124","Coal","Imports","Terajoules","283","units","0","v1206136808","1.3.3","15525","","","","0"
"2020-02","Canada","2016A000011124","Coal","Stock variation","Terajoules","283","units","0","v1206136809","1.3.4","11114","","","","0"
"2020-02","Canada","2016A000011124","Coal","Inter-product transfers","Terajoules","283","units","0","v1275476811","1.3.5","0","","","","0"
"2020-02","Canada","2016A000011124","Coal","Other adjustments","Terajoules","283","units","0","v1206136810","1.3.6","-3262","","","","0"
"2020-02","Canada","2016A000011124","Coal","Availability","Terajoules","283","units","0","v1206136811","1.3.7","44383","","","","0"
"2020-02","Canada","2016A000011124","Coal","Transformed to electricity","Terajoules","283","units","0","v1206136812","1.3.8","37280","","","","0"
"2020-02","Canada","2016A000011124","Coal","Transformed to coke","Terajoules","283","units","0","v1206136813","1.3.9","6639","","","","0"
"2020-02","Canada","2016A000011124","Coal","Net supply","Terajoules","283","units","0","v1206136814","1.3.11","464","","","","0"
"2020-02","Canada","2016A000011124","Crude oil","Production","Terajoules","283","units","0","v1206136815","1.4.1","885626","","","","0"
"2020-02","Canada","2016A000011124","Crude oil","Exports","Terajoules","283","units","0","v1206136816","1.4.2","739076","","","","0"
"2020-02","Canada","2016A000011124","Crude oil","Imports","Terajoules","283","units","0","v1206136817","1.4.3","167929","","","","0"
"2020-02","Canada","2016A000011124","Crude oil","Stock variation","Terajoules","283","units","0","v1206136818","1.4.4","-22951","","","","0"
"2020-02","Canada","2016A000011124","Crude oil","Inter-product transfers","Terajoules","283","units","0","v1275476812","1.4.5","0","","","","0"
"2020-02","Canada","2016A000011124","Crude oil","Other adjustments","Terajoules","283","units","0","v1206136819","1.4.6","-9628","","","","0"
"2020-02","Canada","2016A000011124","Crude oil","Availability","Terajoules","283","units","0","v1206136820","1.4.7","327802","","","","0"
"2020-02","Canada","2016A000011124","Crude oil","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136821","1.4.10","327801","","","","0"
"2020-02","Canada","2016A000011124","Crude oil","Net supply","Terajoules","283","units","0","v1206136822","1.4.11","0","","","","0"
"2020-02","Canada","2016A000011124","Natural gas","Production","Terajoules","283","units","0","v1206136823","1.5.1","618258","","","","0"
"2020-02","Canada","2016A000011124","Natural gas","Exports","Terajoules","283","units","0","v1206136824","1.5.2","250956","","","","0"
"2020-02","Canada","2016A000011124","Natural gas","Imports","Terajoules","283","units","0","v1206136825","1.5.3","95600","","","","0"
"2020-02","Canada","2016A000011124","Natural gas","Stock variation","Terajoules","283","units","0","v1206136826","1.5.4","-106975","","","","0"
"2020-02","Canada","2016A000011124","Natural gas","Inter-product transfers","Terajoules","283","units","0","v1275476813","1.5.5","0","","","","0"
"2020-02","Canada","2016A000011124","Natural gas","Other adjustments","Terajoules","283","units","0","v1206136827","1.5.6","0","","","","0"
"2020-02","Canada","2016A000011124","Natural gas","Availability","Terajoules","283","units","0","v1206136828","1.5.7","569877","","","","0"
"2020-02","Canada","2016A000011124","Natural gas","Transformed to electricity","Terajoules","283","units","0","v1206136829","1.5.8","71603","","","","0"
"2020-02","Canada","2016A000011124","Natural gas","Net supply","Terajoules","283","units","0","v1206136830","1.5.11","498274","","","","0"
"2020-02","Canada","2016A000011124","Natural gas liquids","Production","Terajoules","283","units","0","v1206136831","1.6.1","74370","","","","0"
"2020-02","Canada","2016A000011124","Natural gas liquids","Exports","Terajoules","283","units","0","v1206136832","1.6.2","23631","","","","0"
"2020-02","Canada","2016A000011124","Natural gas liquids","Imports","Terajoules","283","units","0","v1206136833","1.6.3","12767","","","","0"
"2020-02","Canada","2016A000011124","Natural gas liquids","Inter-product transfers","Terajoules","283","units","0","v1206136834","1.6.5","4382","","","","0"
"2020-02","Canada","2016A000011124","Natural gas liquids","Other adjustments","Terajoules","283","units","0","v1206136835","1.6.6","0","","","","0"
"2020-02","Canada","2016A000011124","Natural gas liquids","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136836","1.6.10","6655","","","","0"
"2020-02","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Production","Terajoules","283","units","0","v1206136837","1.7.1","170230","","","","0"
"2020-02","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Exports","Terajoules","283","units","0","v1206136838","1.7.2","17737","","","","0"
"2020-02","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Imports","Terajoules","283","units","0","v1206136839","1.7.3","4046","","","","0"
"2020-02","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Inter-product transfers","Terajoules","283","units","0","v1206136840","1.7.5","","..","","","0"
"2020-02","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Other adjustments","Terajoules","283","units","0","v1206136841","1.7.6","0","","","","0"
"2020-02","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Availability","Terajoules","283","units","0","v1206136842","1.7.7","156539","","","","0"
"2020-02","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Net supply","Terajoules","283","units","0","v1206136843","1.7.11","156539","","","","0"
"2020-02","Canada","2016A000011124","Renewable fuels","Production","Terajoules","283","units","0","v1212251122","1.8.1","4803","","","","0"
"2020-02","Canada","2016A000011124","Renewable fuels","Exports","Terajoules","283","units","0","v1212251123","1.8.2","1126","","","","0"
"2020-02","Canada","2016A000011124","Renewable fuels","Imports","Terajoules","283","units","0","v1212251124","1.8.3","3467","","","","0"
"2020-02","Canada","2016A000011124","Renewable fuels","Stock variation","Terajoules","283","units","0","v1212251125","1.8.4","11","","","","0"
"2020-02","Canada","2016A000011124","Renewable fuels","Inter-product transfers","Terajoules","283","units","0","v1275476816","1.8.5","0","","","","0"
"2020-02","Canada","2016A000011124","Renewable fuels","Other adjustments","Terajoules","283","units","0","v1212251126","1.8.6","199","","","","0"
"2020-02","Canada","2016A000011124","Renewable fuels","Availability","Terajoules","283","units","0","v1212251127","1.8.7","7332","","","","0"
"2020-02","Canada","2016A000011124","Renewable fuels","Transformed to refined petroleum products","Terajoules","283","units","0","v1212251128","1.8.10","7333","","","","0"
"2020-02","Canada","2016A000011124","Renewable fuels","Net supply","Terajoules","283","units","0","v1212251129","1.8.11","0","","","","0"
"2020-02","Canada","2016A000011124","Secondary energy","Production","Terajoules","283","units","0","v1206136844","1.9.1","432188","","","","0"
"2020-02","Canada","2016A000011124","Secondary energy","Exports","Terajoules","283","units","0","v1206136845","1.9.2","86598","","","","0"
"2020-02","Canada","2016A000011124","Secondary energy","Imports","Terajoules","283","units","0","v1206136846","1.9.3","38455","","","","0"
"2020-02","Canada","2016A000011124","Secondary energy","Stock variation","Terajoules","283","units","0","v1206136847","1.9.4","26334","","","","0"
"2020-02","Canada","2016A000011124","Secondary energy","Inter-product transfers","Terajoules","283","units","0","v1206136848","1.9.5","-4382","","","","0"
"2020-02","Canada","2016A000011124","Secondary energy","Other adjustments","Terajoules","283","units","0","v1206136849","1.9.6","0","","","","0"
"2020-02","Canada","2016A000011124","Secondary energy","Availability","Terajoules","283","units","0","v1206136850","1.9.7","353329","","","","0"
"2020-02","Canada","2016A000011124","Secondary energy","Transformed to electricity","Terajoules","283","units","0","v1206136851","1.9.8","5446","","","","0"
"2020-02","Canada","2016A000011124","Secondary energy","Net supply","Terajoules","283","units","0","v1206136852","1.9.11","347883","","","","0"
"2020-02","Canada","2016A000011124","Coke","Production","Terajoules","283","units","0","v1206136853","1.10.1","5161","","","","0"
"2020-02","Canada","2016A000011124","Coke","Exports","Terajoules","283","units","0","v1206136854","1.10.2","3","","","","0"
"2020-02","Canada","2016A000011124","Coke","Imports","Terajoules","283","units","0","v1206136855","1.10.3","1851","","","","0"
"2020-02","Canada","2016A000011124","Coke","Stock variation","Terajoules","283","units","0","v1206136856","1.10.4","-404","","","","0"
"2020-02","Canada","2016A000011124","Coke","Inter-product transfers","Terajoules","283","units","0","v1275476814","1.10.5","0","","","","0"
"2020-02","Canada","2016A000011124","Coke","Other adjustments","Terajoules","283","units","0","v1206136857","1.10.6","0","","","","0"
"2020-02","Canada","2016A000011124","Coke","Availability","Terajoules","283","units","0","v1206136858","1.10.7","7412","","","","0"
"2020-02","Canada","2016A000011124","Coke","Net supply","Terajoules","283","units","0","v1206136859","1.10.11","7412","","","","0"
"2020-02","Canada","2016A000011124","Refined petroleum products","Production","Terajoules","283","units","0","v1206136860","1.11.1","387312","","","","0"
"2020-02","Canada","2016A000011124","Refined petroleum products","Exports","Terajoules","283","units","0","v1206136861","1.11.2","86595","","","","0"
"2020-02","Canada","2016A000011124","Refined petroleum products","Imports","Terajoules","283","units","0","v1206136862","1.11.3","36604","","","","0"
"2020-02","Canada","2016A000011124","Refined petroleum products","Stock variation","Terajoules","283","units","0","v1206136863","1.11.4","26737","","","","0"
"2020-02","Canada","2016A000011124","Refined petroleum products","Inter-product transfers","Terajoules","283","units","0","v1206136864","1.11.5","-4382","","","","0"
"2020-02","Canada","2016A000011124","Refined petroleum products","Other adjustments","Terajoules","283","units","0","v1206136865","1.11.6","0","","","","0"
"2020-02","Canada","2016A000011124","Refined petroleum products","Availability","Terajoules","283","units","0","v1206136866","1.11.7","306202","","","","0"
"2020-02","Canada","2016A000011124","Refined petroleum products","Transformed to electricity","Terajoules","283","units","0","v1206136867","1.11.8","5446","","","","0"
"2020-02","Canada","2016A000011124","Refined petroleum products","Net supply","Terajoules","283","units","0","v1206136868","1.11.11","300756","","","","0"
"2020-02","Canada","2016A000011124","Secondary electricity, thermal","Production","Terajoules","283","units","0","v1206136869","1.12.1","39715","","","","0"
"2020-02","Canada","2016A000011124","Secondary electricity, thermal","Inter-product transfers","Terajoules","283","units","0","v1206136870","1.12.5","","..","","","0"
"2020-02","Canada","2016A000011124","Secondary electricity, thermal","Other adjustments","Terajoules","283","units","0","v1275476815","1.12.6","0","","","","0"
"2020-02","Canada","2016A000011124","Secondary electricity, thermal","Availability","Terajoules","283","units","0","v1567106353","1.12.7","39715","","","","0"
"2020-02","Canada","2016A000011124","Secondary electricity, thermal","Net supply","Terajoules","283","units","0","v1567106354","1.12.11","39715","","","","0"
"2020-03","Canada","2016A000011124","Total primary and secondary energy","Exports","Terajoules","283","units","0","v1206136787","1.1.2","1243305","","","","0"
"2020-03","Canada","2016A000011124","Total primary and secondary energy","Imports","Terajoules","283","units","0","v1206136788","1.1.3","351769","","","","0"
"2020-03","Canada","2016A000011124","Total primary and secondary energy","Stock variation","Terajoules","283","units","0","v1206136789","1.1.4","-23399","","","","0"
"2020-03","Canada","2016A000011124","Total primary and secondary energy","Inter-product transfers","Terajoules","283","units","0","v1206136790","1.1.5","0","","","","0"
"2020-03","Canada","2016A000011124","Total primary and secondary energy","Other adjustments","Terajoules","283","units","0","v1206136791","1.1.6","46347","","","","0"
"2020-03","Canada","2016A000011124","Total primary and secondary energy","Transformed to electricity","Terajoules","283","units","0","v1206136792","1.1.8","111541","","","","0"
"2020-03","Canada","2016A000011124","Total primary and secondary energy","Transformed to coke","Terajoules","283","units","0","v1206136793","1.1.9","6894","","","","0"
"2020-03","Canada","2016A000011124","Total primary and secondary energy","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136794","1.1.10","347146","","","","0"
"2020-03","Canada","2016A000011124","Primary energy","Production","Terajoules","283","units","0","v1206136795","1.2.1","1906420","","","","0"
"2020-03","Canada","2016A000011124","Primary energy","Exports","Terajoules","283","units","0","v1206136796","1.2.2","1163756","","","","0"
"2020-03","Canada","2016A000011124","Primary energy","Imports","Terajoules","283","units","0","v1206136797","1.2.3","303369","","","","0"
"2020-03","Canada","2016A000011124","Primary energy","Stock variation","Terajoules","283","units","0","v1206136798","1.2.4","-74425","","","","0"
"2020-03","Canada","2016A000011124","Primary energy","Inter-product transfers","Terajoules","283","units","0","v1206136799","1.2.5","6112","","","","0"
"2020-03","Canada","2016A000011124","Primary energy","Other adjustments","Terajoules","283","units","0","v1206136800","1.2.6","46347","","","","0"
"2020-03","Canada","2016A000011124","Primary energy","Availability","Terajoules","283","units","0","v1206136801","1.2.7","1096029","","","","0"
"2020-03","Canada","2016A000011124","Primary energy","Transformed to electricity","Terajoules","283","units","0","v1206136802","1.2.8","106593","","","","0"
